	FIRE_YEAR	1	0	MANMADE
1819186	2015	33.37927778	-82.72173889	1
1819187	2015	33.530815	-81.494598	1
1819188	2015	36.09845	-85.153917	1
1819189	2015	32.40038333	-84.56012778	1
1819216	2015	33.53915	-94.57071667	1
1819323	2015	34.87294441	-88.19486343	1
1819190	2015	33.066	-81.69008333	1
1819191	2015	38.884212	-82.333877	1
1819192	2015	33.541317	-81.143616	1
1819196	2015	34.658421	-82.396332	1
1819197	2015	32.68777778	-83.20547222	1
1819198	2015	34.936996	-82.168678	1
1819199	2015	35.179667	-86.9632	1
1819200	2015	32.12952222	-82.68696111	1
1819201	2015	35.44517	-91.8899	1
1819202	2015	33.889618	-81.262054	1
1819225	2015	34.61194444	-84.68722222	1
1819226	2015	32.37608611	-83.11826111	1
1819195	2015	38.55	-97.72	1
1819227	2015	32.26941389	-83.26356667	1
1819252	2015	34.82411287	-89.71501539	1
1819253	2015	34.474197	-81.931419	1
1819254	2015	35.64985	-84.049717	1
1819255	2015	33.89941	-93.0999	1
1819256	2015	34.55355703	-89.96733594	1
1819257	2015	32.23980556	-82.64558611	1
1819258	2015	34.93996111	-85.4748	1
1819259	2015	34.08568611	-85.26488889	1
1819238	2015	34.89107222	-85.57481111	1
1819228	2015	32.22756111	-83.08801389	1
1819194	2015	38.13709638	-81.05953194	1
1819260	2015	32.75768257	-88.97415853	1
1819261	2015	34.00868	-94.28122	1
1819265	2015	36.2256	-92.04259	1
1819266	2015	30.25792065	-89.43799485	1
1819267	2015	31.82032037	-89.04595555	1
1819268	2015	31.81738869	-89.04554197	1
1819269	2015	32.53157778	-82.26006389	1
1819270	2015	41.83414	-103.321	1
1819251	2015	35.355883	-87.5645	1
1819272	2015	39.05	-96.88	1
1819263	2015	36.335617	-88.970817	1
1819250	2015	34.63536172	-89.2376964	1
1819229	2015	34.200525	-84.88399722	1
1819230	2015	37.48535294	-80.41691754	1
1819231	2015	34.329975	-80.704445	1
1819232	2015	33.92934	-80.090218	1
1819233	2015	33.98677778	-83.65263889	1
1819234	2015	32.58548889	-82.85340833	1
1819235	2015	30.9178	-87.0126	1
1819236	2015	34.90915	-91.87136	1
1819237	2015	34.54388497	-88.51593068	1
1819248	2015	30.57606376	-88.46194881	1
1819262	2015	32.17911389	-84.14340833	1
1819384	2015	32.75343333	-82.28526389	1
1819264	2015	32.92952778	-84.10503889	1
1819239	2015	37.54	-97.31	1
1819496	2015	35.22574	-92.45768	1
1819244	2015	34.16488611	-85.28305556	1
1819245	2015	34.26474	-92.03539	1
1819246	2015	30.382	-95.2026	1
1819247	2015	33.63221944	-83.26339444	1
1819249	2015	38.29152299	-81.81750201	1
1819363	2015	36.843171	-94.455094	1
1819364	2015	38.665187	-77.08652	1
1819365	2015	32.73973889	-84.680325	1
1819481	2015	31.48963333	-95.20641667	1
1819243	2015	33.569424	-79.938232	1
1819482	2015	30.49616678	-89.60176316	1
1819484	2015	36.23317	-94.01428	1
1819485	2015	31.03057333	-89.29770092	1
1819486	2015	31.15986321	-90.03401075	1
1819487	2015	30.55098566	-89.30159503	1
1819488	2015	30.5796848	-89.05561476	1
1819480	2015	35.704	-92.6629	1
1819489	2015	36.21521	-92.61698	1
1819491	2015	32.375167	-87.242559	1
1819240	2015	39.25	-95.74	1
1819483	2015	32.82295649	-89.86769707	1
1819242	2015	34.52305472	-89.9670158	1
1819492	2015	32.619317	-87.499409	1
1819493	2015	36.49437	-91.84206	1
1819497	2015	36.0473	-95.10888	1
1819498	2015	34.54776	-92.69923	1
1819490	2015	30.989721	-87.81062	1
1819479	2015	33.11215	-94.45863333	1
1819478	2015	31.34119558	-89.9802663	1
1819477	2015	33.88299403	-89.19299516	1
1819458	2015	30.7311	-93.64501667	1
1819459	2015	32.09116667	-94.05796667	1
1819495	2015	38.35	-97.2	1
1819460	2015	32.24509805	-89.21098149	1
1819462	2015	31.8533109	-90.93881266	1
1819463	2015	31.40221406	-90.48301914	1
1819464	2015	30.67963333	-95.57748333	1
1819465	2015	33.82655	-95.51076667	1
1819466	2015	30.52598298	-89.62672932	1
1819467	2015	37.657307	-94.164612	1
1819468	2015	34.76084	-92.85836	1
1819469	2015	31.60206063	-89.38923127	1
1819470	2015	31.45312741	-90.66447865	1
1819461	2015	32.04291428	-90.43221651	1
1819494	2015	31.29696822	-89.8279074	1
1819241	2015	32.746941	-81.113892	1
1819386	2015	37.12	-97.25	1
1819471	2015	32.78421667	-94.69941667	1
1819473	2015	32.46241667	-94.2066	1
1819476	2015	32.33670883	-89.20144344	1
1819499	2015	31.39765867	-90.62322191	1
1819500	2015	32.92547797	-88.63701473	1
1819501	2015	38.317381	-93.302724	1
1819502	2015	38.0388	-90.4777	1
1819526	2015	35.087967	-88.426217	1
1819527	2015	31.59482714	-89.37996721	1
1819528	2015	33.31115	-94.01346	1
1819541	2015	34.742085	-79.865005	1
1819475	2015	35.61635	-94.87418	1
1819529	2015	42.04757	-97.36787	1
1819532	2015	30.0628	-82.683	1
1819533	2015	35.070733	-89.355633	1
1819534	2015	35.4078	-92.5432	1
1819535	2015	35.29706	-92.32346	1
1819536	2015	35.245333	-87.572267	1
1819537	2015	35.7872	-91.68237	1
1819538	2015	35.14824	-93.25919	1
1819539	2015	33.02702584	-90.1091109	1
1819530	2015	31.60197251	-89.3927342	1
1819531	2015	33.818	-94.68567	1
1819540	2015	32.32589813	-89.2270536	1
1819542	2015	36.276	-93.13315	1
1819518	2015	32.13335	-94.37163333	1
1819544	2015	30.4342	-83.4172	1
1819525	2015	33.7268	-95.01763333	1
1819457	2015	30.87586667	-94.4183	1
1819524	2015	30.83207778	-84.49681944	1
1819522	2015	39.99	-97.4	1
1819503	2015	31.73555	-95.75081667	1
1819504	2015	30.76544309	-89.51173688	1
1819505	2015	31.29341226	-90.15792321	1
1819506	2015	36.38094	-92.04636	1
1819543	2015	33.68685	-92.10372	1
1819507	2015	31.14591346	-90.07598791	1
1819509	2015	32.92858531	-89.65841609	1
1819510	2015	30.64728333	-95.83083333	1
1819511	2015	37.08	-94.71	1
1819512	2015	37.8596	-92.4174	1
1819513	2015	36.00985	-92.68031	1
1819514	2015	35.88359	-91.87557	1
1819515	2015	34.90989	-90.7015	1
1819516	2015	31.46514047	-90.15723722	1
1819517	2015	36.00533	-94.04507	1
1819508	2015	33.87931282	-89.22313128	1
1819519	2015	30.932316	-87.759644	1
1819472	2015	31.3607	-94.80523333	1
1819520	2015	32.795738	-87.86056	1
1819387	2015	31.64031178	-90.29625004	1
1819455	2015	33.522476	-81.098778	1
1819454	2015	32.65428333	-94.97633333	1
1819389	2015	29.8525	-81.6649	1
1819390	2015	37.74	-97.54	1
1819391	2015	31.03123798	-89.29295009	1
1819392	2015	36.27385	-83.447317	1
1819393	2015	32.25444444	-84.41053611	1
1819394	2015	36.07467	-94.626	1
1819395	2015	33.09508333	-81.81683333	1
1819456	2015	36.10222	-94.99835	1
1819396	2015	37.64	-94.63	1
1819398	2015	33.78855833	-85.35411667	1
1819399	2015	37.196483	-93.068809	1
1819400	2015	30.73782222	-84.83783333	1
1819401	2015	36.04837	-94.97507	1
1819402	2015	27.7617	-81.6202	1
1819403	2015	39.21	-96.43	1
1819404	2015	37.04	-95.71	1
1819405	2015	34.774498	-82.093269	1
1819474	2015	32.75091652	-89.80501743	1
1819397	2015	32.23469722	-84.65919444	1
1819523	2015	35.43592	-93.58755	1
1819406	2015	33.822845	-79.457466	1
1819407	2015	32.38515374	-89.71207453	1
1819385	2015	38.92	-97.37	1
1819366	2015	30.7517	-86.3655	1
1819367	2015	38.86888889	-94.06611111	1
1819368	2015	32.99794444	-81.75166667	1
1819369	2015	32.642375	-82.21670833	1
1819370	2015	32.65566667	-84.11347222	1
1819371	2015	31.50323333	-83.29173611	1
1819372	2015	36.2258	-91.60554	1
1819408	2015	39.267283	-81.824343	1
1819373	2015	32.37583333	-84.48083333	1
1819375	2015	34.53708333	-85.40393889	1
1819376	2015	31.4138737	-89.82099307	1
1819377	2015	41.72009	-101.505	1
1819378	2015	36.45015	-91.93954	1
1819379	2015	36.23675	-93.96678	1
1819380	2015	34.01994167	-83.86008056	1
1819381	2015	33.25652222	-82.91281111	1
1819382	2015	40.72831	-99.15228	1
1819383	2015	37.56	-97.32	1
1819374	2015	35.52766	-94.15835	1
1819388	2015	32.18908056	-84.80856944	1
1819521	2015	34.197283	-88.170333	1
1821688	2015	38.35	-95.13	1
1819183	2015	37.53	-97.36	1
1818964	2015	33.21763333	-94.88525	1
1819436	2015	37.92863463	-82.04003557	1
1819437	2015	34.49094771	-88.25958371	1
1819438	2015	30.8642	-85.8628	1
1819439	2015	33.93980338	-90.03418115	1
1819440	2015	34.3068	-93.0256	1
1819441	2015	33.45807	-91.72398	1
1819442	2015	34.18722	-92.24619	1
1819443	2015	33.66551667	-95.27773333	1
1819444	2015	34.53583	-95.70717	1
1819435	2015	33.632595	-80.781357	1
1819445	2015	31.09490082	-90.68175046	1
1819447	2015	44.7551	-107.0995	1
1819448	2015	31.78592778	-85.09580556	1
1819449	2015	35.44489	-91.89476	1
1819450	2015	32.39011293	-89.25243491	1
1819451	2015	31.77543333	-94.99966667	1
1819452	2015	33.27010542	-89.79481984	1
1819453	2015	33.3725	-105.245639	1
1819434	2015	34.65191	-92.6872	1
1819181	2015	34.371201	-79.913742	1
1819446	2015	34.20083	-95.2	1
1819411	2015	35.65381	-93.40918	1
1819410	2015	35.14635	-87.672133	1
1819433	2015	38.92	-94.95	1
1819414	2015	33.15141667	-82.1525	1
1819415	2015	34.743958	-80.172348	1
1819416	2015	34.406719	-79.646103	1
1819417	2015	33.50781586	-89.38265539	1
1819418	2015	37.37404114	-81.80066322	1
1819419	2015	36.274431	-92.170454	1
1819420	2015	35.37116	-92.01043	1
1819421	2015	33.88684	-93.22225	1
1819412	2015	34.650002	-79.550003	1
1819422	2015	31.10102778	-84.68355278	1
1819424	2015	32.60792743	-89.59053176	1
1819425	2015	34.52963	-91.9853	1
1819426	2015	32.124359	-85.626328	1
1819427	2015	34.209223	-85.712333	1
1819428	2015	31.41624	-86.539632	1
1819429	2015	33.926485	-87.85435	1
1819430	2015	34.16141	-87.978754	1
1819432	2015	30.82830828	-89.60566176	1
1819182	2015	38.29	-97.83	1
1819423	2015	34.54991457	-88.21755259	1
1819431	2015	31.632299	-88.304684	1
1818982	2015	30.9097	-85.8324	1
1819413	2015	30.8312314	-89.58452137	1
1819180	2015	32.67393333	-82.80985556	1
1818916	2015	30.9139	-85.7738	1
1818938	2015	34.840382	-81.596375	1
1818939	2015	31.52861944	-82.10711389	1
1818940	2015	33.52494	-79.327034	1
1818941	2015	36.438633	-88.761383	1
1818933	2015	29.7994	-81.9702	1
1818942	2015	31.65948611	-91.06453543	1
1818944	2015	33.74317	-94.77467	1
1818945	2015	32.37691389	-83.293125	1
1818946	2015	31.81936667	-83.25771667	1
1818937	2015	31.72112403	-89.48031427	1
1818947	2015	32.07690556	-82.72091944	1
1818949	2015	32.18633333	-81.81341667	1
1818950	2015	31.18214923	-90.95573544	1
1818951	2015	32.406675	-82.50615556	1
1818943	2015	33.83583	-94.75367	1
1818932	2015	33.07731944	-84.95508056	1
1818931	2015	32.19811111	-84.093875	1
1818930	2015	31.52986389	-82.95550278	1
1818911	2015	30.786278	-88.352644	1
1818934	2015	31.91353889	-83.42888889	1
1818948	2015	31.66653889	-83.63193333	1
1818936	2015	34.09157107	-89.902763	1
1818912	2015	30.4237	-85.8646	1
1818913	2015	30.96661944	-84.18714444	1
1818917	2015	30.3522	-82.225	1
1818918	2015	32.33246389	-83.00005	1
1818919	2015	32.67419444	-82.52705556	1
1818920	2015	30.8059	-85.322	1
1818921	2015	30.73154722	-84.34742778	1
1818922	2015	34.97896389	-84.228325	1
1818923	2015	30.70446389	-84.58659444	1
1818924	2015	34.64860833	-83.54776389	1
1818915	2015	32.30173333	-83.295025	1
1818925	2015	29.8973	-82.1707	1
1818927	2015	31.06845977	-89.89077767	1
1818928	2015	32.59822222	-83.90077778	1
1818929	2015	30.7984	-85.3459	1
1818952	2015	32.61615556	-84.58105	1
1818953	2015	35.77082	-94.86185	1
1818954	2015	34.584825	-83.88496944	1
1818955	2015	34.08367	-94.55583	1
1818979	2015	31.7511973	-90.08403266	1
1818980	2015	32.67205556	-83.79427778	1
1818926	2015	32.80338333	-81.96632222	1
1818914	2015	30.8565	-86.6751	1
1818935	2015	32.73166667	-83.85333333	1
1819409	2015	34.049999	-80.48333	1
1818981	2015	32.38694444	-81.96052778	1
1819193	2015	34.592716	-80.008224	1
1818987	2015	32.39835556	-83.30915	1
1818988	2015	31.00386111	-82.67075	1
1818989	2015	30.3498	-82.9774	1
1818990	2015	33.44175	-81.472	1
1818991	2015	33.805363	-81.193031	1
1818992	2015	31.77721389	-84.12935833	1
1818993	2015	30.0537	-82.707	1
1818994	2015	30.0737	-82.8502	1
1818995	2015	33.875088	-81.362831	1
1818986	2015	32.46521	-80.982674	1
1818996	2015	31.95818611	-82.537325	1
1818978	2015	33.072318	-87.736263	1
1818910	2015	31.224365	-86.725623	1
1818977	2015	33.350734	-87.534838	1
1818975	2015	34.195192	-88.116987	1
1818956	2015	31.35924404	-90.77115303	1
1818957	2015	30.4625522	-89.08400815	1
1818958	2015	32.25136667	-82.91357222	1
1818959	2015	36.16063	-91.91288	1
1818847	2015	32.23916567	-89.48191945	1
1818997	2015	33.491409	-80.986488	1
1818985	2015	30.1022	-83.5542	1
1818960	2015	36.42851	-92.06127	1
1818961	2015	33.30019444	-84.33869444	1
1818965	2015	32.626071	-86.635308	1
1818966	2015	32.910757	-85.584645	1
1818967	2015	31.503389	-86.846123	1
1818968	2015	31.501877	-86.675659	1
1818969	2015	31.75512	-86.223559	1
1818970	2015	34.602687	-85.609777	1
1818971	2015	31.187577	-85.612705	1
1818972	2015	31.187785	-85.697401	1
1818963	2015	31.86305556	-82.55784444	1
1818973	2015	31.099334	-85.256815	1
1818976	2015	33.53498	-85.875523	1
1818909	2015	30.421887	-87.455065	1
1818908	2015	30.421887	-87.455065	1
1818907	2015	37.72	-94.65	1
1818842	2015	33.57514	-93.11826	1
1818843	2015	33.687454	-80.142632	1
1818844	2015	31.67568276	-89.92330591	1
1818845	2015	31.59558056	-83.12928333	1
1818846	2015	30.87146811	-88.83593067	1
1818974	2015	34.209784	-88.116933	1
1818962	2015	31.73664865	-90.08877078	1
1818984	2015	34.125095	-82.440567	1
1818983	2015	30.9294	-85.1935	1
1818848	2015	34.87247333	-88.31451312	1
1818830	2015	34.197723	-79.915688	1
1818853	2015	33.753205	-85.821399	1
1818854	2015	34.689503	-85.697735	1
1818855	2015	32.736266	-87.703531	1
1818856	2015	32.45993	-85.514736	1
1818857	2015	32.109768	-87.769182	1
1818858	2015	41.0577	-96.64559	1
1818859	2015	33.660992	-81.362274	1
1818860	2015	30.43966111	-82.04503611	1
1818841	2015	32.95855	-96.04276667	1
1818852	2015	31.662551	-86.693341	1
1818861	2015	31.6625	-84.77501944	1
1818838	2015	34.03702	-94.90027	1
1818819	2015	31.47424722	-82.97493056	1
1818820	2015	33.309	-94.07516667	1
1818821	2015	30.1708	-82.9872	1
1818822	2015	31.29835891	-90.15959478	1
1818823	2015	34.05724	-93.3588	1
1818824	2015	30.71176949	-89.55060503	1
1818825	2015	32.675	-82.85544444	1
1818849	2015	32.04900713	-89.50691427	1
1818840	2015	33.542778	-80.208885	1
1818851	2015	38.277574	-90.303261	1
1818826	2015	32.01625634	-88.49978725	1
1818827	2015	38.28	-95.23	1
1818831	2015	35.85457	-91.6644	1
1818832	2015	33.24321	-93.88255	1
1818833	2015	31.7858	-84.16696389	1
1818834	2015	31.47353333	-84.81629444	1
1818835	2015	33.23192	-92.96096	1
1818836	2015	35.026283	-89.473567	1
1818837	2015	30.40316667	-93.93	1
1818839	2015	35.09246	-90.25529	1
1818829	2015	34.51352434	-88.49149431	1
1818998	2015	32.798588	-80.47892	1
1818864	2015	33.24975	-93.83003	1
1818888	2015	33.73007465	-89.47918926	1
1818889	2015	33.96582	-92.85748	1
1818890	2015	36.09293	-95.08515	1
1818891	2015	33.0722	-92.99349	1
1818892	2015	31.64736835	-89.84137218	1
1818893	2015	31.52024675	-90.34181354	1
1818894	2015	32.57288889	-84.21555556	1
1818895	2015	34.66457	-94.97302	1
1818862	2015	32.42722222	-84.53275	1
1818828	2015	33.223568	-80.575073	1
1818850	2015	37.23	-97.23	1
1818896	2015	31.31771539	-90.12432753	1
1818897	2015	38.264523	-120.32908	1
1818898	2015	31.508859	-90.58385804	1
1818902	2015	30.56743576	-88.72401535	1
1818903	2015	33.74168333	-94.87768333	1
1818904	2015	31.02358662	-90.33787542	1
1818905	2015	32.63527719	-89.38691135	1
1818906	2015	32.63444325	-89.38573016	1
1818887	2015	30.72835705	-88.7347991	1
1818863	2015	32.17377778	-82.35866667	1
1818886	2015	34.166668	-79.900002	1
1818884	2015	35.9898	-92.45463	1
1818901	2015	35.89775	-92.79498	1
1818865	2015	33.52916	-92.92019	1
1818867	2015	31.42443955	-88.75920308	1
1818868	2015	36.7214	-93.8621	1
1818869	2015	35.58585	-94.12906	1
1818870	2015	33.49004	-92.52955	1
1818871	2015	33.0706	-92.208	1
1818872	2015	34.43362	-92.35754	1
1818873	2015	32.19763056	-83.14259167	1
1818874	2015	32.602242	-80.98954	1
1819127	2015	34.44813	-93.09978	1
1818866	2015	37.0651405	-93.0204	1
1819046	2015	34.660477	-85.804283	1
1818900	2015	32.94495975	-89.97787253	1
1818876	2015	33.75870771	-89.28923178	1
1818881	2015	34.54167	-94.83983	1
1818882	2015	29.6166	-83.0517	1
1818883	2015	31.78346934	-88.86671449	1
1818885	2015	30.70191822	-89.41519909	1
1819545	2015	32.00547222	-82.4615	1
1818999	2015	33.08226667	-83.14285	1
1819001	2015	33.828972	-81.057083	1
1818878	2015	32.94377778	-83.53608056	1
1819116	2015	31.725612	-86.206957	1
1818875	2015	33.58073	-79.185951	1
1819118	2015	34.004757	-86.157881	1
1819120	2015	32.503674	-85.532519	1
1819121	2015	34.309135	-86.275098	1
1819122	2015	32.635268	-87.310121	1
1819123	2015	32.776757	-85.774468	1
1819115	2015	31.297103	-87.183764	1
1819124	2015	33.71478118	-89.30651015	1
1819126	2015	37.53	-97.12	1
1819117	2015	31.077418	-87.590145	1
1818877	2015	34.49906	-92.72233	1
1819119	2015	34.868797	-86.902432	1
1819128	2015	29.8869	-82.6004	1
1819130	2015	37.24	-96.92	1
1819111	2015	32.17871501	-90.80193096	1
1819133	2015	30.75856529	-89.53875402	1
1819125	2015	34.27417222	-84.527875	1
1819114	2015	33.29530833	-82.72438889	1
1819113	2015	33.82972023	-89.78674379	1
1819112	2015	37.64375	-92.39078333	1
1819093	2015	33.27966485	-90.01527796	1
1819094	2015	36.23246	-91.53189	1
1819095	2015	35.53608	-94.62208	1
1819096	2015	37.62	-99.94	1
1819132	2015	34.728222	-82.979134	1
1819097	2015	30.84692905	-89.40351088	1
1819099	2015	37.48	-97.17	1
1819100	2015	32.70000833	-83.49383333	1
1819101	2015	32.497	-82.61202778	1
1819102	2015	31.15673333	-83.71474722	1
1819103	2015	34.67088268	-88.61427589	1
1819104	2015	46.59229965	-94.88702624	1
1819105	2015	36.03482	-92.86203	1
1819106	2015	35.84731	-91.66732	1
1819129	2015	34.420761	-80.109169	1
1819098	2015	33.64856	-92.92081	1
1819131	2015	33.6041	-104.544097	1
1819107	2015	38.64	-95.63	1
1819108	2015	34.323895	-81.938393	1
1819134	2015	37.33234769	-81.22712039	1
1819135	2015	33.37545	-82.098575	1
1819136	2015	33.41769167	-82.05179722	1
1819137	2015	34.52106265	-88.54946666	1
1819161	2015	35.218833	-87.345567	1
1819162	2015	37.5348024	-90.306554	1
1819163	2015	34.33187222	-85.46625	1
1819164	2015	34.187691	-80.441307	1
1819110	2015	31.08727055	-89.43849947	1
1819165	2015	34.102791	-82.161293	1
1819167	2015	37.31849404	-81.16065937	1
1819168	2015	37.37815	-90.29161	1
1819169	2015	36.00883	-91.83401	1
1819170	2015	34.721378	-81.084908	1
1819171	2015	34.94282222	-84.96787778	1
1819172	2015	31.90660585	-89.0634082	1
1819173	2015	32.82077342	-89.68663116	1
1819174	2015	34.45196944	-85.22628333	1
1819175	2015	35.3284	-94.19067	1
1819166	2015	35.620667	-87.583267	1
1819109	2015	34.05221111	-83.98704722	1
1818880	2015	30.95148333	-93.67931667	1
1818879	2015	34.62592962	-88.87733955	1
1819176	2015	31.41667852	-90.18711894	1
1819177	2015	31.10260801	-89.63429872	1
1819159	2015	33.05426944	-83.457325	1
1819157	2015	33.29973056	-84.85184722	1
1819138	2015	33.23981667	-82.13309722	1
1819139	2015	37.82695184	-80.72066964	1
1819140	2015	38.905611	-82.678639	1
1819141	2015	31.31638889	-81.86833333	1
1819142	2015	37.04	-94.74	1
1819155	2015	34.3	-94.807	1
1819143	2015	31.87530833	-83.66528889	1
1819092	2015	31.29678889	-83.64691667	1
1819145	2015	32.90551111	-84.27155556	1
1819147	2015	34.13336389	-85.01021111	1
1819148	2015	38.861774	-83.465598	1
1819149	2015	35.953883	-87.333617	1
1819150	2015	34.60601594	-89.96705894	1
1819151	2015	33.03305556	-82.95863056	1
1819152	2015	34.096455	-82.588158	1
1819153	2015	29.764	-82.5992	1
1819144	2015	35.479883	-86.143567	1
1819043	2015	32.51203056	-84.5488	1
1819146	2015	31.329	-93.93858333	1
1819160	2015	34.80846863	-88.49802318	1
1819154	2015	36.1104	-88.11415	1
1819156	2015	37.82	-97.01	1
1819090	2015	33.14383333	-82.14791667	1
1819089	2015	31.19893611	-82.316225	1
1819025	2015	31.88454722	-83.30723889	1
1819026	2015	32.41445556	-81.63851944	1
1819027	2015	38.051533	-120.353033	1
1819028	2015	33.682053	-81.157913	1
1819029	2015	41.58184	-99.66257	1
1819030	2015	34.23055	-92.51321	1
1819158	2015	32.787731	-81.060669	1
1819031	2015	27.378	-80.4492	1
1819033	2015	45.85947175	-93.96840269	1
1819034	2015	30.82396602	-89.6004323	1
1819035	2015	31.88074	-88.26972	1
1819036	2015	31.98010833	-83.355675	1
1819037	2015	27.5164	-81.4284	1
1819038	2015	32.25451111	-83.07007778	1
1819039	2015	30.2828	-83.0251	1
1819040	2015	38.77	-94.63	1
1819041	2015	36.09567	-91.29459	1
1819032	2015	31.13314084	-89.60965405	1
1819042	2015	35.2155	-92.7582	1
1819024	2015	35.10306	-94.33056	1
1819068	2015	37.79	-97.46	1
1819044	2015	36.37057	-91.75993	1
1819071	2015	30.76872432	-89.49754318	1
1819003	2015	32.23821111	-84.12911667	1
1819004	2015	29.6517	-83.1772	1
1819005	2015	33.582684	-79.994431	1
1819006	2015	33.91341	-80.296097	1
1819007	2015	32.09978333	-82.161475	1
1819008	2015	32.40324444	-83.18320833	1
1819009	2015	31.557775	-83.13765833	1
1819010	2015	33.907234	-79.497238	1
1819011	2015	38.197517	-120.419283	1
1819002	2015	32.224106	-81.023117	1
1819012	2015	32.15230556	-81.93727778	1
1819014	2015	30.5241	-83.4531	1
1819015	2015	34.263554	-80.557838	1
1819016	2015	33.45022778	-82.86178889	1
1819017	2015	31.73576157	-90.0893005	1
1819018	2015	34.057961	-81.586868	1
1819019	2015	35.025533	-89.192517	1
1819020	2015	32.96574167	-82.68421944	1
1819179	2015	30.1931	-85.6537	1
1819178	2015	30.4758	-85.1423	1
1819013	2015	31.49366389	-82.67379444	1
1819021	2015	33.24561111	-83.84269444	1
1819023	2015	34.32917222	-83.11106667	1
1819022	2015	32.21475	-81.92988889	1
1819072	2015	35.99833	-94.75333	1
1819073	2015	33.95456265	-90.04992395	1
1819074	2015	38.241053	-120.564129	1
1819075	2015	39.14	-95.64	1
1819076	2015	34.312895	-85.55537	1
1819077	2015	31.011469	-85.984761	1
1819078	2015	33.451756	-86.209727	1
1819047	2015	34.148323	-88.048202	1
1819079	2015	38.496003	-120.759706	1
1819081	2015	38.652	-75.776	1
1819082	2015	35.476	-91.925	1
1819083	2015	32.26893638	-89.498342	1
1819084	2015	34.6342	-84.400475	1
1819085	2015	33.89863056	-85.17882778	1
1819086	2015	35.61525	-85.239783	1
1819087	2015	33.19888889	-82.22633333	1
1819088	2015	39.335986	-121.05129	1
1819069	2015	34.547501	-82.57325	1
1819080	2015	38.247567	-120.3318	1
1819045	2015	27.672	-81.9351	1
1819000	2015	33.97130556	-83.71075	1
1819070	2015	32.49183611	-82.99293611	1
1819066	2015	34.38055556	-84.10122222	1
1819048	2015	31.18195556	-84.23290278	1
1819948	2015	34.62999	-92.60477	1
1819051	2015	36.30608	-91.63903	1
1819052	2015	34.323807	-80.723831	1
1819053	2015	33.49616111	-82.402925	1
1819054	2015	36.008683	-88.632333	1
1819055	2015	35.89267	-95.09802	1
1819056	2015	35.10131	-90.80028	1
1819057	2015	38.82532	-82.514481	1
1819058	2015	35.60955	-88.566283	1
1819059	2015	36.45773	-92.06561	1
1819050	2015	27.2351	-80.5315	1
1830517	2015	33.046657	-96.4041849	1
1819061	2015	31.59933333	-94.28988333	1
1819062	2015	33.196159	-85.558239	1
1819063	2015	33.02566908	-89.95498089	1
1819064	2015	31.03085165	-88.81340967	1
1819065	2015	34.85580278	-85.53675	1
1819067	2015	30.8124	-85.7154	1
1819546	2015	35.218183	-87.39025	1
1819547	2015	30.87341667	-82.73722222	1
1820008	2015	34.558198	-85.785611	1
1819060	2015	36.276	-92.17619	1
1819049	2015	34.10236	-92.11485	1
1819548	2015	31.87500278	-81.88468611	1
1820030	2015	34.52480556	-83.695175	1
1820034	2015	31.59712778	-83.59290556	1
1820035	2015	32.23679444	-82.24947778	1
1820036	2015	37.88	-97.27	1
1820037	2015	33.339458	-79.469978	1
1820029	2015	34.56691667	-83.51988889	1
1820038	2015	34.45921944	-83.20322222	1
1820040	2015	30.9577	-87.1074	1
1820041	2015	31.4001606	-89.95136811	1
1820032	2015	31.28255065	-89.96629106	1
1820042	2015	38.30873333	-92.82925	1
1820044	2015	37.29	-95.89	1
1820045	2015	34.71417	-95.35717	1
1820046	2015	34.981075	-85.53881667	1
1820047	2015	32.15327222	-82.328425	1
1820039	2015	31.24051298	-89.95846072	1
1820028	2015	34.07030556	-83.10105556	1
1820027	2015	33.979912	-81.809052	1
1820026	2015	34.03522222	-82.80827778	1
1820007	2015	34.54358	-85.67955	1
1820043	2015	30.1946	-82.9466	1
1820031	2015	33.469078	-80.979645	1
1820057	2015	32.72861111	-84.90108611	1
1820033	2015	34.77771667	-83.63770833	1
1820009	2015	31.224723	-87.065144	1
1820082	2015	34.08774444	-83.86200556	1
1820014	2015	34.853779	-86.866899	1
1820015	2015	34.411427	-86.39664	1
1820016	2015	31.603334	-87.284942	1
1820017	2015	31.661409	-87.268587	1
1820018	2015	31.705545	-87.219507	1
1820019	2015	31.784257	-86.089213	1
1820020	2015	32.388289	-88.040235	1
1820021	2015	33.281624	-87.65576	1
1820022	2015	33.711254	-87.380395	1
1820013	2015	34.943794	-86.989822	1
1820023	2015	31.326254	-88.2189	1
1820025	2015	35.90538	-91.8537	1
1820048	2015	35.82875	-92.23974	1
1820049	2015	36.16989	-94.35168	1
1820050	2015	30.87526111	-83.41881111	1
1820051	2015	34.82782	-106.69884	1
1820075	2015	33.99019444	-85.023	1
1820076	2015	29.2959	-81.4268	1
1820077	2015	31.73968589	-88.87503796	1
1820010	2015	33.625492	-87.485281	1
1820024	2015	31.486862	-88.355781	1
1820012	2015	33.614958	-86.787188	1
1820078	2015	34.70127	-92.79226	1
1820079	2015	36.01376	-92.83587	1
1820083	2015	28.7316	-82.3485	1
1820084	2015	32.00824829	-88.75762049	1
1820085	2015	33.35841667	-82.74193056	1
1820086	2015	31.59253889	-82.36584722	1
1820087	2015	36.01577	-92.85659	1
1820088	2015	35.47306	-91.1986	1
